2022-03-26 09:46:25, 101, 1136.727691506716, 97, -0.05475713113322854, 3066.6462304687498
2022-03-26 09:47:12, 113, 1140.2573962071297, 93, -0.01287351858491699, 78640.71466145833
2022-03-26 09:47:51, 128, 1144.0634135966675, 99, -0.024914896624783675, 91516.902734375
2022-03-26 10:01:23, 459, 1151.2839701438963, 71, -0.031319348116715745, 749376.9122395833
2022-03-26 10:01:25, 460, 1156.9089552764517, 83, -0.02101700269927581, 56117.982434895835
2022-03-26 10:01:27, 461, 1160.3870546583996, 69, -0.025871823529402413, 6913.686250813802
2022-03-26 10:01:29, 462, 1164.6851131177216, 77, -0.007214625974496206, 50416.37154947917
2022-03-26 10:02:51, 497, 1166.3527433515662, 77, -0.052624337598681445, 7536.4572737630215
2022-03-26 10:03:04, 501, 1171.3259564128314, 81, -0.044973972340424856, 12310.919698079428
2022-03-26 10:03:11, 504, 1196.0280898061094, 57, -0.03452135501429439, 1210183.75546875
2022-03-26 10:03:14, 505, 1199.685704140907, 60, 0.0006017878403266272, 9970.349855957033
2022-03-26 10:03:16, 506, 1206.5577373590654, 61, 0.014881325860818227, 15167.055105794272
2022-03-26 10:03:18, 507, 1208.7535824443792, 62, -0.03316492053369681, 6658.00292154948
2022-03-26 10:04:25, 537, 1217.3450733575303, 73, -0.005562761873006821, 271543.64208333334
2022-03-26 10:04:27, 538, 1221.0757395293758, 59, -0.0020365287363529206, 22333.67515625
2022-03-26 10:04:37, 543, 1231.3321265463153, 63, 0.011519612471262614, 355145.6220833333
2022-03-26 10:04:39, 544, 1231.8936835641307, 56, 0.0024635383486747743, 12131.09403889974
2022-03-26 10:11:24, 733, 1240.173521477777, 39, 0.015136425942182542, 277345.990546875
2022-03-26 10:11:26, 734, 1240.978203918933, 99, -0.0615332782206436, 9117.44574625651
2022-03-26 10:11:28, 735, 1265.226267255996, 39, -0.0005085565149784079, 366817.0313541667
2022-03-26 10:11:44, 742, 1270.588954864226, 106, -0.03584370573361714, 218727.23758789065
2022-03-26 10:13:23, 793, 1274.0988825361178, 93, -0.06254836224640409, 101311.40740885417
2022-03-26 10:13:34, 799, 1280.3249923351227, 79, -0.026809503485759098, 162986.1445703125
2022-03-26 10:13:36, 800, 1283.7659706653253, 109, -0.021281710111846527, 7291.508936360677
2022-03-26 10:16:20, 877, 1284.6755100895466, 107, -0.040243529255191486, 573936.34765625
